Datetime,Product_id,Quantity,,,,,,,,,,,,,,,,,,,Order_id
1/16/2023,001-003-003,6,,,,,,,,,,,,,,,,,,,
1/16/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
1/16/2023,001-003-002,9,,,,,,,,,,,,,,,,,,,
1/16/2023,001-001-004,17,,,,,,,,,,,,,,,,,,,
1/16/2023,001-003-003,7,,,,,,,,,,,,,,,,,,,
1/16/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
1/16/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
1/17/2023,001-003-002,5,,,,,,,,,,,,,,,,,,,
1/17/2023,001-002-003,4,,,,,,,,,,,,,,,,,,,
1/17/2023,001-001-001,1,,,,,,,,,,,,,,,,,,,
1/17/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
1/17/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
1/17/2023,001-003-002,4,,,,,,,,,,,,,,,,,,,
1/17/2023,001-002-004,5,,,,,,,,,,,,,,,,,,,
1/17/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
1/17/2023,001-002-004,4,,,,,,,,,,,,,,,,,,,
1/17/2023,001-001-001,8,,,,,,,,,,,,,,,,,,,
1/17/2023,001-001-001,14,,,,,,,,,,,,,,,,,,,
1/17/2023,001-003-002,5,,,,,,,,,,,,,,,,,,,
1/18/2023,001-002-002,5,,,,,,,,,,,,,,,,,,,
1/18/2023,001-002-004,13,,,,,,,,,,,,,,,,,,,
1/18/2023,001-002-001,18,,,,,,,,,,,,,,,,,,,
1/18/2023,001-003-002,5,,,,,,,,,,,,,,,,,,,
1/18/2023,001-002-003,9,,,,,,,,,,,,,,,,,,,
1/18/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
1/18/2023,001-001-002,14,,,,,,,,,,,,,,,,,,,
1/19/2023,001-002-003,6,,,,,,,,,,,,,,,,,,,
1/19/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
1/19/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
1/19/2023,001-001-001,8,,,,,,,,,,,,,,,,,,,
1/19/2023,001-001-004,19,,,,,,,,,,,,,,,,,,,
1/19/2023,001-002-003,15,,,,,,,,,,,,,,,,,,,
1/19/2023,001-002-004,4,,,,,,,,,,,,,,,,,,,
1/19/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
1/20/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
1/20/2023,001-002-004,8,,,,,,,,,,,,,,,,,,,
1/20/2023,001-002-001,14,,,,,,,,,,,,,,,,,,,
1/20/2023,001-001-002,18,,,,,,,,,,,,,,,,,,,
1/20/2023,001-001-003,23,,,,,,,,,,,,,,,,,,,
1/20/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
1/20/2023,001-003-003,8,,,,,,,,,,,,,,,,,,,
1/20/2023,001-001-003,12,,,,,,,,,,,,,,,,,,,
1/21/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
1/21/2023,001-002-002,7,,,,,,,,,,,,,,,,,,,
1/21/2023,001-003-002,15,,,,,,,,,,,,,,,,,,,
1/21/2023,001-003-003,24,,,,,,,,,,,,,,,,,,,
1/21/2023,001-002-003,16,,,,,,,,,,,,,,,,,,,
1/21/2023,001-002-003,4,,,,,,,,,,,,,,,,,,,
1/21/2023,001-001-002,3,,,,,,,,,,,,,,,,,,,
1/21/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
1/23/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
1/23/2023,001-001-004,5,,,,,,,,,,,,,,,,,,,
1/23/2023,001-003-002,14,,,,,,,,,,,,,,,,,,,
1/23/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
1/23/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
1/23/2023,001-002-002,4,,,,,,,,,,,,,,,,,,,
1/23/2023,001-002-004,21,,,,,,,,,,,,,,,,,,,
1/23/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
1/24/2023,001-003-002,13,,,,,,,,,,,,,,,,,,,
1/24/2023,001-003-002,25,,,,,,,,,,,,,,,,,,,
1/24/2023,001-001-003,8,,,,,,,,,,,,,,,,,,,
1/24/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
1/24/2023,001-001-003,7,,,,,,,,,,,,,,,,,,,
1/24/2023,001-002-001,5,,,,,,,,,,,,,,,,,,,
1/24/2023,001-003-003,11,,,,,,,,,,,,,,,,,,,
1/25/2023,001-002-001,2,,,,,,,,,,,,,,,,,,,
1/25/2023,001-002-004,6,,,,,,,,,,,,,,,,,,,
1/25/2023,001-003-003,15,,,,,,,,,,,,,,,,,,,
1/25/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
1/25/2023,001-001-003,5,,,,,,,,,,,,,,,,,,,
1/25/2023,001-003-002,4,,,,,,,,,,,,,,,,,,,
1/25/2023,001-003-002,19,,,,,,,,,,,,,,,,,,,
1/26/2023,001-001-003,4,,,,,,,,,,,,,,,,,,,
1/26/2023,001-001-003,8,,,,,,,,,,,,,,,,,,,
1/26/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
1/26/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
1/26/2023,001-002-004,23,,,,,,,,,,,,,,,,,,,
1/26/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
1/26/2023,001-001-003,11,,,,,,,,,,,,,,,,,,,
1/26/2023,001-002-003,4,,,,,,,,,,,,,,,,,,,
1/27/2023,001-003-003,12,,,,,,,,,,,,,,,,,,,
1/27/2023,001-001-003,1,,,,,,,,,,,,,,,,,,,
1/27/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
1/27/2023,001-002-004,15,,,,,,,,,,,,,,,,,,,
1/27/2023,001-001-003,5,,,,,,,,,,,,,,,,,,,
1/27/2023,001-003-002,11,,,,,,,,,,,,,,,,,,,
1/27/2023,001-003-003,8,,,,,,,,,,,,,,,,,,,
1/27/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
1/27/2023,001-001-001,2,,,,,,,,,,,,,,,,,,,
1/28/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
1/28/2023,001-001-002,4,,,,,,,,,,,,,,,,,,,
1/28/2023,001-003-003,20,,,,,,,,,,,,,,,,,,,
1/28/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
1/28/2023,001-001-004,24,,,,,,,,,,,,,,,,,,,
1/28/2023,001-001-004,2,,,,,,,,,,,,,,,,,,,
1/28/2023,001-001-002,27,,,,,,,,,,,,,,,,,,,
1/28/2023,001-003-002,4,,,,,,,,,,,,,,,,,,,
1/28/2023,001-003-003,21,,,,,,,,,,,,,,,,,,,
1/30/2023,001-002-003,14,,,,,,,,,,,,,,,,,,,
1/30/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
1/30/2023,001-001-002,6,,,,,,,,,,,,,,,,,,,
1/30/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
1/30/2023,001-002-001,3,,,,,,,,,,,,,,,,,,,
1/30/2023,001-003-002,18,,,,,,,,,,,,,,,,,,,
1/30/2023,001-001-003,7,,,,,,,,,,,,,,,,,,,
1/30/2023,001-002-003,8,,,,,,,,,,,,,,,,,,,
1/30/2023,001-001-002,3,,,,,,,,,,,,,,,,,,,
1/30/2023,001-003-002,3,,,,,,,,,,,,,,,,,,,
1/30/2023,001-003-003,20,,,,,,,,,,,,,,,,,,,
1/31/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
1/31/2023,001-003-002,9,,,,,,,,,,,,,,,,,,,
1/31/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
1/31/2023,001-002-002,3,,,,,,,,,,,,,,,,,,,
1/31/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
1/31/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
1/31/2023,001-001-003,9,,,,,,,,,,,,,,,,,,,
1/31/2023,001-001-004,4,,,,,,,,,,,,,,,,,,,
1/31/2023,001-003-002,10,,,,,,,,,,,,,,,,,,,
2/1/2023,001-001-002,16,,,,,,,,,,,,,,,,,,,
2/1/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
2/1/2023,001-001-001,3,,,,,,,,,,,,,,,,,,,
2/1/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
2/1/2023,001-001-004,23,,,,,,,,,,,,,,,,,,,
3/3/2023,001-003-002,9,,,,,,,,,,,,,,,,,,,
3/3/2023,001-001-003,7,,,,,,,,,,,,,,,,,,,
3/3/2023,001-003-003,5,,,,,,,,,,,,,,,,,,,
3/3/2023,001-002-002,1,,,,,,,,,,,,,,,,,,,
3/3/2023,001-003-003,15,,,,,,,,,,,,,,,,,,,
3/3/2023,001-002-001,3,,,,,,,,,,,,,,,,,,,
2/4/2023,001-002-002,17,,,,,,,,,,,,,,,,,,,
2/4/2023,001-003-003,5,,,,,,,,,,,,,,,,,,,
2/4/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
2/4/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
2/4/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
2/4/2023,001-001-001,2,,,,,,,,,,,,,,,,,,,
2/4/2023,001-001-002,3,,,,,,,,,,,,,,,,,,,
2/6/2023,001-003-006,4,,,,,,,,,,,,,,,,,,,
2/6/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
2/6/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
2/6/2023,001-002-004,3,,,,,,,,,,,,,,,,,,,
2/6/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
2/6/2023,001-002-001,24,,,,,,,,,,,,,,,,,,,
2/7/2023,001-001-001,8,,,,,,,,,,,,,,,,,,,
2/7/2023,001-003-004,12,,,,,,,,,,,,,,,,,,,
2/7/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
2/7/2023,001-001-002,8,,,,,,,,,,,,,,,,,,,
2/7/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
2/7/2023,001-003-002,9,,,,,,,,,,,,,,,,,,,
2/7/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
2/8/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
2/8/2023,001-001-003,8,,,,,,,,,,,,,,,,,,,
2/8/2023,001-002-002,2,,,,,,,,,,,,,,,,,,,
2/8/2023,001-002-001,11,,,,,,,,,,,,,,,,,,,
2/8/2023,001-003-005,5,,,,,,,,,,,,,,,,,,,
2/8/2023,001-002-004,5,,,,,,,,,,,,,,,,,,,
2/9/2023,001-003-006,4,,,,,,,,,,,,,,,,,,,
2/9/2023,001-001-004,17,,,,,,,,,,,,,,,,,,,
2/9/2023,001-001-002,11,,,,,,,,,,,,,,,,,,,
2/9/2023,001-001-003,6,,,,,,,,,,,,,,,,,,,
2/9/2023,001-003-001,8,,,,,,,,,,,,,,,,,,,
2/9/2023,001-002-002,14,,,,,,,,,,,,,,,,,,,
2/10/2023,001-003-004,4,,,,,,,,,,,,,,,,,,,
2/10/2023,001-003-002,22,,,,,,,,,,,,,,,,,,,
2/10/2023,001-003-003,1,,,,,,,,,,,,,,,,,,,
2/10/2023,001-002-001,4,,,,,,,,,,,,,,,,,,,
2/10/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
2/10/2023,001-003-006,3,,,,,,,,,,,,,,,,,,,
2/10/2023,001-001-004,5,,,,,,,,,,,,,,,,,,,
2/10/2023,001-003-001,2,,,,,,,,,,,,,,,,,,,
2/11/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
2/11/2023,001-002-004,11,,,,,,,,,,,,,,,,,,,
2/11/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
2/11/2023,001-001-004,2,,,,,,,,,,,,,,,,,,,
2/11/2023,001-003-001,6,,,,,,,,,,,,,,,,,,,
2/11/2023,001-002-003,3,,,,,,,,,,,,,,,,,,,
2/11/2023,001-002-004,9,,,,,,,,,,,,,,,,,,,
2/13/2023,001-003-001,14,,,,,,,,,,,,,,,,,,,
2/13/2023,001-002-002,5,,,,,,,,,,,,,,,,,,,
2/13/2023,001-002-003,1,,,,,,,,,,,,,,,,,,,
2/13/2023,001-002-003,3,,,,,,,,,,,,,,,,,,,
2/13/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
2/13/2023,001-003-006,23,,,,,,,,,,,,,,,,,,,
2/13/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
2/14/2023,001-003-005,25,,,,,,,,,,,,,,,,,,,
2/14/2023,001-003-003,16,,,,,,,,,,,,,,,,,,,
2/14/2023,001-003-003,6,,,,,,,,,,,,,,,,,,,
2/14/2023,001-002-001,2,,,,,,,,,,,,,,,,,,,
2/14/2023,001-003-004,7,,,,,,,,,,,,,,,,,,,
2/14/2023,001-003-004,24,,,,,,,,,,,,,,,,,,,
2/15/2023,001-003-005,16,,,,,,,,,,,,,,,,,,,
2/15/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
2/15/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
2/15/2023,001-003-002,10,,,,,,,,,,,,,,,,,,,
2/15/2023,001-003-001,13,,,,,,,,,,,,,,,,,,,
2/15/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
2/15/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
2/16/2023,001-003-001,3,,,,,,,,,,,,,,,,,,,
2/16/2023,001-001-002,20,,,,,,,,,,,,,,,,,,,
2/16/2023,001-003-006,7,,,,,,,,,,,,,,,,,,,
2/16/2023,001-002-001,1,,,,,,,,,,,,,,,,,,,
2/16/2023,001-003-001,9,,,,,,,,,,,,,,,,,,,
2/16/2023,001-001-003,12,,,,,,,,,,,,,,,,,,,
2/16/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
2/16/2023,001-001-003,14,,,,,,,,,,,,,,,,,,,
2/17/2023,001-001-002,22,,,,,,,,,,,,,,,,,,,
2/17/2023,001-001-004,1,,,,,,,,,,,,,,,,,,,
2/17/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
2/17/2023,001-002-002,5,,,,,,,,,,,,,,,,,,,
2/17/2023,001-003-006,2,,,,,,,,,,,,,,,,,,,
2/17/2023,001-003-002,4,,,,,,,,,,,,,,,,,,,
2/18/2023,001-001-004,3,,,,,,,,,,,,,,,,,,,
2/18/2023,001-001-003,10,,,,,,,,,,,,,,,,,,,
2/18/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
2/18/2023,001-003-005,1,,,,,,,,,,,,,,,,,,,
2/18/2023,001-002-002,2,,,,,,,,,,,,,,,,,,,
2/18/2023,001-002-003,4,,,,,,,,,,,,,,,,,,,
2/18/2023,001-002-001,30,,,,,,,,,,,,,,,,,,,
2/18/2023,001-003-003,21,,,,,,,,,,,,,,,,,,,
2/18/2023,001-003-002,19,,,,,,,,,,,,,,,,,,,
2/18/2023,001-001-002,1,,,,,,,,,,,,,,,,,,,
2/20/2023,001-003-004,14,,,,,,,,,,,,,,,,,,,
2/20/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
2/20/2023,001-003-003,5,,,,,,,,,,,,,,,,,,,
2/20/2023,001-002-001,6,,,,,,,,,,,,,,,,,,,
2/20/2023,001-003-002,18,,,,,,,,,,,,,,,,,,,
2/20/2023,001-003-004,9,,,,,,,,,,,,,,,,,,,
2/20/2023,001-002-004,6,,,,,,,,,,,,,,,,,,,
2/21/2023,001-001-001,7,,,,,,,,,,,,,,,,,,,
2/21/2023,001-001-003,4,,,,,,,,,,,,,,,,,,,
2/21/2023,001-003-005,16,,,,,,,,,,,,,,,,,,,
2/21/2023,001-002-004,4,,,,,,,,,,,,,,,,,,,
2/21/2023,001-002-004,1,,,,,,,,,,,,,,,,,,,
2/21/2023,001-003-002,6,,,,,,,,,,,,,,,,,,,
2/22/2023,001-003-004,5,,,,,,,,,,,,,,,,,,,
2/22/2023,001-003-006,1,,,,,,,,,,,,,,,,,,,
2/22/2023,001-001-001,2,,,,,,,,,,,,,,,,,,,
2/22/2023,001-002-003,11,,,,,,,,,,,,,,,,,,,
2/22/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
2/22/2023,001-003-003,2,,,,,,,,,,,,,,,,,,,
2/22/2023,001-003-002,16,,,,,,,,,,,,,,,,,,,
2/23/2023,001-001-004,5,,,,,,,,,,,,,,,,,,,
2/23/2023,001-003-002,22,,,,,,,,,,,,,,,,,,,
2/23/2023,001-002-004,3,,,,,,,,,,,,,,,,,,,
2/23/2023,001-003-001,4,,,,,,,,,,,,,,,,,,,
2/23/2023,001-003-005,7,,,,,,,,,,,,,,,,,,,
2/23/2023,001-003-002,2,,,,,,,,,,,,,,,,,,,
2/24/2023,001-002-003,2,,,,,,,,,,,,,,,,,,,
2/24/2023,001-003-003,4,,,,,,,,,,,,,,,,,,,
2/24/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
2/24/2023,001-003-002,1,,,,,,,,,,,,,,,,,,,
2/24/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
2/24/2023,001-001-002,18,,,,,,,,,,,,,,,,,,,
2/25/2023,001-001-003,17,,,,,,,,,,,,,,,,,,,
2/25/2023,001-003-006,5,,,,,,,,,,,,,,,,,,,
2/25/2023,001-003-004,2,,,,,,,,,,,,,,,,,,,
2/25/2023,001-003-005,2,,,,,,,,,,,,,,,,,,,
2/25/2023,001-001-002,2,,,,,,,,,,,,,,,,,,,
2/25/2023,001-003-003,3,,,,,,,,,,,,,,,,,,,
2/27/2023,001-003-001,1,,,,,,,,,,,,,,,,,,,
2/27/2023,001-002-001,3,,,,,,,,,,,,,,,,,,,
2/27/2023,001-002-004,22,,,,,,,,,,,,,,,,,,,
2/27/2023,001-003-001,18,,,,,,,,,,,,,,,,,,,
2/27/2023,001-003-005,2,,,,,,,,,,,,,,,,,,,
2/27/2023,001-003-003,5,,,,,,,,,,,,,,,,,,,
2/28/2023,001-003-004,1,,,,,,,,,,,,,,,,,,,
2/28/2023,001-003-001,9,,,,,,,,,,,,,,,,,,,
2/28/2023,001-002-002,3,,,,,,,,,,,,,,,,,,,
2/28/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
2/28/2023,001-001-004,1,,,,,,,,,,,,,,,,,,,
2/28/2023,001-003-001,5,,,,,,,,,,,,,,,,,,,
2/28/2023,001-001-003,2,,,,,,,,,,,,,,,,,,,
3/1/2023,001-003-005,4,,,,,,,,,,,,,,,,,,,
3/1/2023,001-002-004,2,,,,,,,,,,,,,,,,,,,
3/1/2023,001-003-002,5,,,,,,,,,,,,,,,,,,,
3/1/2023,001-003-001,11,,,,,,,,,,,,,,,,,,,
3/1/2023,001-002-003,3,,,,,,,,,,,,,,,,,,,
3/1/2023,001-001-003,10,,,,,,,,,,,,,,,,,,,
3/1/2023,001-001-001,1,,,,,,,,,,,,,,,,,,,
3/1/2023,001-002-004,4,,,,,,,,,,,,,,,,,,,
3/2/2023,001-003-003,6,,,,,,,,,,,,,,,,,,,
3/2/2023,001-003-004,16,,,,,,,,,,,,,,,,,,,
3/2/2023,001-003-002,21,,,,,,,,,,,,,,,,,,,
3/2/2023,001-003-001,3,,,,,,,,,,,,,,,,,,,
